MatchTime;UT2004Time;Health;Armor;Adrenaline;Score;Deaths;Suicides;Killed;WasKilled;NumKillsWithoutDeath;Team;TeamScore;ItemsCollect;WeaponsCollect;AmmoCollect;HealthCollect;ArmorCollect;ShieldCollect;AdrenalineCollect;OtherCollect;TimeMoving;TimeShooting;DoubleDamageCount;DoubleDamageTime;TraveledDistance;Combo;HasDoubleDamage;IsShooting;Velocity;Location_x;Location_y;Location_z;Onslaught_ONSAVRiLPickup_TimeUsed;XWeapons_SniperRiflePickup_TimeUsed;XWeapons_BioRiflePickup_TimeUsed;XWeapons_ShockRiflePickup_TimeUsed;XWeapons_TransPickup_TimeUsed;Onslaught_ONSMineLayerPickup_TimeUsed;XWeapons_LinkGunPickup_TimeUsed;Onslaught_ONSGrenadePickup_TimeUsed;XWeapons_FlakCannonPickup_TimeUsed;UTClassic_ClassicSniperRiflePickup_TimeUsed;XWeapons_MinigunPickup_TimeUsed;XWeapons_SuperShockRiflePickup_TimeUsed;OnslaughtFull_ONSPainterPickup_TimeUsed;XWeapons_AssaultRiflePickup_TimeUsed;XWeapons_PainterPickup_TimeUsed;XWeapons_ShieldGunPickup_TimeUsed;XWeapons_RedeemerPickup_TimeUsed;XWeapons_RocketLauncherPickup_TimeUsed;Event;EventParams...
8,120;21,150;100;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6,860;4,070;0;0,000;2227,937;None;0;0;439,985;1404,250;10109,340;-3193,570;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,070;0,000;0,000;0,000;0,000
8,380;21,410;100;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7,120;4,070;0;0,000;2339,753;None;0;0;439,985;1403,050;10221,140;-3194,990;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,070;0,000;0,000;0,000;0,000
8,640;21,670;100;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7,380;4,070;0;0,000;2451,566;None;0;0;439,985;1401,850;10332,930;-3196,940;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,070;0,000;0,000;0,000;0,000
8,890;21,920;100;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7,630;4,070;0;0,000;2566,769;None;0;0;439,985;1400,620;10448,120;-3198,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,070;0,000;0,000;0,000;0,000
9,150;22,180;100;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7,890;4,070;0;0,000;2691,622;None;0;0;495,244;1399,370;10564,160;-3152,040;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,070;0,000;0,000;0,000;0,000
9,400;22,430;100;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8,140;4,070;0;0,000;2817,077;None;0;0;572,410;1398,100;10682,580;-3110,640;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,070;0,000;0,000;0,000;0,000
9,660;22,690;100;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8,400;4,070;0;0,000;2947,639;None;0;0;474,621;1396,830;10801,500;-3056,760;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,070;0,000;0,000;0,000;0,000
9,910;22,940;100;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8,650;4,320;0;0,000;3066,315;None;0;1;490,050;1395,560;10919,910;-3064,590;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,320;0,000;0,000;0,000;0,000
10,170;23,200;100;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8,910;4,580;0;0,000;3203,462;None;0;1;609,576;1394,290;11038,330;-3133,760;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,580;0,000;0,000;0,000;0,000
10,420;23,450;14;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8,910;4,580;0;0,000;3203,462;None;0;1;469,859;1393,570;11105,210;-3198,360;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,580;0,000;0,000;0,000;0,000;FLAG_DROPPED;0;None
10,420;23,450;14;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9,160;4,830;0;0,000;3296,449;None;0;1;469,859;1393,570;11105,210;-3198,360;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,830;0,000;0,000;0,000;0,000
10,420;23,450;14;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;9,160;4,830;0;0,000;3296,449;None;0;1;469,859;1393,570;11105,210;-3198,360;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,830;0,000;0,000;0,000;0,000;ITEM_PICKEDUP;XWeapons.RocketLauncherPickup;Weapon
10,670;23,700;14;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;9,410;5,080;0;0,000;3402,564;None;0;1;416,827;1487,020;11080,780;-3154,420;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,080;0,000;0,000;0,000;0,000
10,940;23,970;14;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;9,680;5,080;0;0,000;3491,519;None;0;0;333,165;1546,400;11016,870;-3171,810;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,080;0,000;0,000;0,000;0,000
11,190;24,220;14;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;9,930;5,080;0;0,000;3526,075;None;0;0;263,268;1529,950;11000,200;-3197,220;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,080;0,000;0,000;0,000;0,000
11,450;24,480;14;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;10,190;5,080;0;0,000;3633,096;None;0;0;440,010;1469,810;11088,720;-3198,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,080;0,000;0,000;0,000;0,000
11,700;24,730;14;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;10,440;5,080;0;0,000;3744,901;None;0;0;439,993;1408,920;11182,490;-3198,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,080;0,000;0,000;0,000;0,000
11,700;24,730;14;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;10,440;5,080;0;0,000;3744,901;None;0;0;439,993;1408,920;11182,490;-3198,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,080;0,000;0,000;0,000;0,000;ITEM_PICKEDUP;XWeapons.SniperRiflePickup;Weapon
11,950;24,980;14;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;10,440;5,080;0;0,000;3816,952;None;0;0;0,000;1369,760;11242,970;-3198,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,080;0,000;0,000;0,000;0,000
12,210;25,240;14;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;10,700;5,080;0;0,000;3833,144;None;0;0;223,016;1371,280;11226,850;-3198,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,080;0,000;0,000;0,000;0,000
12,460;25,490;14;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;10,950;5,080;0;0,000;3939,067;None;0;0;472,452;1379,980;11134,710;-3146,580;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,080;0,000;0,000;0,000;0,000
12,720;25,750;14;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;11,210;5,080;0;0,000;4055,191;None;0;0;453,329;1390,800;11020,030;-3131,880;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,080;0,000;0,000;0,000;0,000
12,970;26,000;14;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;11,460;5,080;0;0,000;4174,536;None;0;0;514,616;1401,620;10905,350;-3163,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,080;0,000;0,000;0,000;0,000
13,230;26,260;14;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;11,720;5,080;0;0,000;4251,699;None;0;0;197,981;1392,240;10837,250;-3198,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,080;0,000;0,000;0,000;0,000
13,480;26,510;14;0;5;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;11,720;5,080;0;0,000;4251,699;None;0;0;440,006;1331,510;10916,730;-3184,520;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,080;0,000;0,000;0,000;0,000;FLAG_RETURNED;0;
13,480;26,510;14;0;5;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;11,970;5,080;0;0,000;4352,649;None;0;0;440,006;1331,510;10916,730;-3184,520;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,080;0,000;0,000;0,000;0,000
13,730;26,760;14;0;5;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;11,970;5,080;0;0,000;4352,649;None;0;1;0,000;1327,230;10923,670;-3186,590;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,080;0,000;0,000;0,000;0,000;FLAG_PICKEDUP;0;
13,730;26,760;14;0;5;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;11,970;5,330;0;0,000;4361,061;None;0;1;0,000;1327,230;10923,670;-3186,590;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,330;0,000;0,000;0,000;0,000
13,990;27,020;14;0;5;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;12,230;5,330;0;0,000;4377,625;None;0;0;223,034;1340,050;10933,560;-3183,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,330;0,000;0,000;0,000;0,000
14,240;27,270;14;0;5;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;12,230;5,330;0;0,000;4442,020;None;0;0;0,000;1391,040;10972,890;-3183,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,330;0,000;0,000;0,000;0,000
14,500;27,530;14;0;5;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;12,490;5,590;0;0,000;4444,720;None;0;1;74,340;1388,340;10972,890;-3183,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,260;0,000;0,000;0,000;5,330;0,000;0,000;0,000;0,000
14,750;27,780;14;0;5;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;12,740;5,840;0;0,000;4458,108;None;0;1;202,810;1375,180;10975,350;-3183,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,510;0,000;0,000;0,000;5,330;0,000;0,000;0,000;0,000
15,010;28,040;14;0;5;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;13,000;6,100;0;0,000;4500,695;None;0;1;80,424;1332,620;10976,550;-3184,020;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,770;0,000;0,000;0,000;5,330;0,000;0,000;0,000;0,000
15,260;28,290;14;0;5;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;13,250;6,350;0;0,000;4517,138;None;0;1;133,545;1349,030;10976,060;-3183,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,020;0,000;0,000;0,000;5,330;0,000;0,000;0,000;0,000
15,520;28,550;14;0;5;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;13,510;6,610;0;0,000;4522,061;None;0;1;278,940;1353,950;10975,910;-3183,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,280;0,000;0,000;0,000;5,330;0,000;0,000;0,000;0,000
15,770;28,800;14;0;5;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;13,510;6,860;0;0,000;4558,941;None;0;1;0,000;1390,830;10975,900;-3183,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,530;0,000;0,000;0,000;5,330;0,000;0,000;0,000;0,000
16,020;29,050;14;0;5;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;13,760;7,110;0;0,000;4575,131;None;0;1;223,030;1374,640;10975,880;-3183,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,780;0,000;0,000;0,000;5,330;0,000;0,000;0,000;0,000
